actions : [1.0, -1.0, 1.0, 1.0, -0.37294161319732666, 1.0, -1.0, -1.0, 1.0, -1.0]
unnormalized actions: [0.381, -0.48, 0.08999999999999997, 0.28, -0.06489184069633483, 0.381, -0.48, -0.79, 0.28, -0.174]


actions : [1.0, -1.0, -1.0, -1.0, 0.30239081382751465, -1.0, -1.0, 1.0, 1.0, 1.0]
unnormalized actions: [0.381, -0.48, -0.79, -0.28, 0.052616001605987534, -0.379, -0.48, 0.08999999999999997, 0.28, 0.174]


actions : [1.0, 0.6320246458053589, 0.7502633929252625, 0.7097623348236084, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0]
unnormalized actions: [0.381, 0.556335650086403, -0.019884107112884575, 0.19873345375061036, -0.174, -0.379, 0.79, 0.08999999999999997, -0.28, 0.174]


actions : [-1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0]
unnormalized actions: [-0.379, 0.79, 0.08999999999999997, -0.28, -0.174, -0.379, 0.79, -0.79, 0.28, -0.174]


actions : [-1.0, 1.0, -1.0, -1.0, -1.0, 0.7683938145637512, -1.0, 1.0, 0.7033891677856445, -1.0]
unnormalized actions: [-0.379, 0.79, -0.79, -0.28, -0.174, 0.29298964953422546, -0.48, 0.08999999999999997, 0.1969489669799805, -0.174]


actions : [1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -0.3439958095550537]
unnormalized actions: [0.381, -0.48, -0.79, -0.28, 0.174, 0.381, 0.79, -0.79, -0.28, -0.05985527086257934]


actions : [0.17221388220787048, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0]
unnormalized actions: [0.0664412752389908, 0.79, 0.08999999999999997, -0.28, 0.174, -0.379, 0.79, 0.08999999999999997, -0.28, -0.174]


actions : [1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0]
unnormalized actions: [0.381, -0.48, -0.79, 0.28, 0.174, -0.379, -0.48, 0.08999999999999997, -0.28, 0.174]


actions : [1.0, -1.0, -0.6031932830810547, -1.0, -0.5622995495796204, -1.0, 1.0, -0.4583966135978699, 0.011324380524456501, -0.8275083303451538]
unnormalized actions: [0.381, -0.48, -0.6154050445556641, -0.28, -0.09784012162685393, -0.379, 0.79, -0.5516945099830628, 0.0031708265468478047, -0.14398644948005676]


actions : [1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0]
unnormalized actions: [0.381, 0.79, -0.79, 0.28, 0.174, 0.381, -0.48, 0.08999999999999997, -0.28, 0.174]


actions : [0.004512030631303787, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -0.6290012001991272]
unnormalized actions: [0.0027145716398954134, -0.48, 0.08999999999999997, -0.28, 0.174, -0.379, 0.79, 0.08999999999999997, -0.28, -0.10944620883464813]


actions : [-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2276838719844818, 1.0, -1.0]
unnormalized actions: [-0.379, -0.48, 0.08999999999999997, 0.28, 0.174, 0.381, 0.79, -0.24981909632682808, 0.28, -0.174]


actions : [-1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -0.5357739925384521, -1.0, 1.0, -1.0]
unnormalized actions: [-0.379, 0.79, -0.79, -0.28, 0.174, -0.379, -0.18521648526191709, -0.79, 0.28, -0.174]


actions : [-1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]
unnormalized actions: [-0.379, -0.48, 0.08999999999999997, -0.28, 0.174, 0.381, -0.48, -0.79, -0.28, 0.174]


actions : [-1.0, 1.0, -1.0, -1.0, 0.09203095734119415, 1.0, -1.0, 1.0, -0.2032741904258728, 0.20000874996185303]
unnormalized actions: [-0.379, 0.79, -0.79, -0.28, 0.016013386577367783, 0.381, -0.48, 0.08999999999999997, -0.056916773319244385, 0.034801522493362436]


actions : [-1.0, 1.0, 1.0, 1.0, 1.0, -0.14270919561386108, 1.0, -1.0, 1.0, 1.0]
unnormalized actions: [-0.379, 0.79, 0.08999999999999997, 0.28, 0.174, -0.053229494333267235, 0.79, -0.79, 0.28, 0.174]


actions : [1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0]
unnormalized actions: [0.381, 0.79, 0.08999999999999997, -0.28, 0.174, 0.381, 0.79, 0.08999999999999997, -0.28, 0.174]


actions : [1.0, 1.0, 1.0, 1.0, 1.0, 0.810004472732544, 1.0, 1.0, -1.0, 1.0]
unnormalized actions: [0.381, 0.79, 0.08999999999999997, 0.28, 0.174, 0.3088016996383667, 0.79, 0.08999999999999997, -0.28, 0.174]


actions : [-1.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0]
unnormalized actions: [-0.379, 0.79, -0.79, -0.28, -0.174, 0.381, -0.48, -0.79, 0.28, -0.174]


actions : [1.0, -0.40328168869018555, 1.0, -1.0, 0.11356279253959656, 1.0, -1.0, -1.0, 1.0, 1.0]
unnormalized actions: [0.381, -0.10108387231826782, 0.08999999999999997, -0.28, 0.019759925901889797, 0.381, -0.48, -0.79, 0.28, 0.174]


actions : [1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0]
unnormalized actions: [0.381, 0.79, -0.79, 0.28, 0.174, -0.379, -0.48, 0.08999999999999997, 0.28, 0.174]


actions : [1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0]
unnormalized actions: [0.381, -0.48, 0.08999999999999997, -0.28, 0.174, -0.379, -0.48, 0.08999999999999997, 0.28, 0.174]


actions : [1.0, 1.0, -0.11880373954772949, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0]
unnormalized actions: [0.381, 0.79, -0.402273645401001, -0.28, -0.174, 0.381, 0.79, -0.79, 0.28, -0.174]


actions : [-1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0]
unnormalized actions: [-0.379, 0.79, 0.08999999999999997, -0.28, -0.174, -0.379, -0.48, -0.79, 0.28, -0.174]


actions : [1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -0.8486790657043457, -1.0, 1.0, 1.0]
unnormalized actions: [0.381, 0.79, 0.08999999999999997, -0.28, 0.174, -0.379, -0.38391120672225953, -0.79, 0.28, 0.174]


actions : [-0.5728607177734375, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0]
unnormalized actions: [-0.21668707275390625, 0.79, -0.79, -0.28, -0.174, -0.379, 0.79, -0.79, 0.28, -0.174]


actions : [-1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0]
unnormalized actions: [-0.379, 0.79, -0.79, -0.28, 0.174, 0.381, -0.48, -0.79, 0.28, -0.174]


actions : [1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0]
unnormalized actions: [0.381, 0.79, 0.08999999999999997, -0.28, -0.174, 0.381, 0.79, 0.08999999999999997, -0.28, -0.174]


actions : [-1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0]
unnormalized actions: [-0.379, 0.79, -0.79, 0.28, -0.174, -0.379, 0.79, -0.79, 0.28, -0.174]


actions : [-0.3872973918914795, -1.0, 0.2251834124326706, 1.0, 1.0, 0.06353762745857239, 0.5911727547645569, 1.0, -0.3727443516254425, 0.3399549722671509]
unnormalized actions: [-0.1461730089187622, -0.48, -0.250919298529625, 0.28, 0.174, 0.025144298434257528, 0.5303946992754938, 0.08999999999999997, -0.1043684184551239, 0.05915216517448424]


actions : [1.0, -0.012167038396000862, 0.4675256013870239, 1.0, -1.0, 0.7209235429763794, -1.0, 1.0, -1.0, 1.0]
unnormalized actions: [0.381, 0.14727393061853944, -0.14428873538970954, 0.28, -0.174, 0.2749509463310241, -0.48, 0.08999999999999997, -0.28, 0.174]


actions : [-1.0, 1.0, -1.0, -0.3004957437515259, -1.0, 0.44278788566589355, 1.0, -1.0, -1.0, 1.0]
unnormalized actions: [-0.379, 0.79, -0.79, -0.08413880825042724, -0.174, 0.16925939655303956, 0.79, -0.79, -0.28, 0.174]


actions : [-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0.8793102502822876, 0.9266437888145447, 1.0, -1.0]
unnormalized actions: [-0.379, 0.79, 0.08999999999999997, -0.28, 0.174, 0.381, 0.7133620089292527, 0.05772326707839959, 0.28, -0.174]


actions : [-1.0, 1.0, 1.0, 0.7602586150169373, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0]
unnormalized actions: [-0.379, 0.79, 0.08999999999999997, 0.21287241220474246, 0.174, 0.381, -0.48, 0.08999999999999997, -0.28, 0.174]


actions : [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.6068558096885681, -1.0]
unnormalized actions: [0.381, 0.79, 0.08999999999999997, 0.28, 0.174, 0.381, 0.79, 0.08999999999999997, -0.1699196267127991, -0.174]


actions : [0.06090438365936279, 1.0, 1.0, 1.0, -1.0, -1.0, -0.4266791343688965, 1.0, -1.0, 1.0]
