LHipRoll;LHipPitch;LKneePitch;LAnklePitch;LAnkleRoll;RHipRoll;RHipPitch;RKneePitch;RAnklePitch;RAnkleRoll
-0.0183778;-0.3338;0.614365;-0.280095;0.0188774;-0.0188146;-0.341737;0.628755;-0.286556;0.0193071
-0.0184673;-0.335091;0.616888;-0.281326;0.0189724;-0.0189095;-0.343113;0.631433;-0.287857;0.0194073
-0.0185559;-0.336368;0.619385;-0.282545;0.0190663;-0.0190034;-0.344474;0.634086;-0.289146;0.019506
-0.0186435;-0.337631;0.621857;-0.283751;0.0191594;-0.0190969;-0.345821;0.636711;-0.290423;0.0196042
-0.0187304;-0.338882;0.624304;-0.284946;0.0192515;-0.0191889;-0.347155;0.639312;-0.291688;0.0197015
-0.0188163;-0.340119;0.626726;-0.286129;0.0193427;-0.0192804;-0.348476;0.641888;-0.292941;0.0197973
-0.0189014;-0.341344;0.629125;-0.287301;0.019433;-0.019371;-0.349784;0.644439;-0.294182;0.0198927
-0.0189857;-0.342556;0.631499;-0.288461;0.0195225;-0.0194607;-0.351079;0.646966;-0.295412;0.0199871
-0.0190691;-0.343756;0.63385;-0.289609;0.019611;-0.0195494;-0.352361;0.649469;-0.29663;0.020081
-0.0191517;-0.344943;0.636178;-0.290747;0.0196988;-0.0196371;-0.353631;0.651947;-0.297837;0.0201735
-0.0192335;-0.346118;0.638482;-0.291873;0.0197856;-0.0197244;-0.354888;0.654402;-0.299032;0.0202651
-0.0193145;-0.347281;0.640764;-0.292989;0.0198717;-0.0198107;-0.356133;0.656834;-0.300216;0.0203562
-0.0193946;-0.348432;0.643022;-0.294094;0.0199569;-0.019896;-0.357365;0.659242;-0.301389;0.0204463
-0.0194739;-0.349571;0.645258;-0.295187;0.0200414;-0.0199809;-0.358586;0.661627;-0.302551;0.0205355
-0.0195525;-0.350699;0.647472;-0.29627;0.020125;-0.0200644;-0.359794;0.663989;-0.303702;0.0206242
-0.0196302;-0.351815;0.649664;-0.297343;0.0202079;-0.0201478;-0.36099;0.666328;-0.304842;0.0207119
-0.0197072;-0.352919;0.651834;-0.298405;0.02029;-0.0202298;-0.362175;0.668645;-0.305971;0.0207982
-0.0197834;-0.354012;0.653982;-0.299457;0.0203713;-0.0203114;-0.363348;0.67094;-0.30709;0.0208845
-0.0198588;-0.355094;0.656109;-0.300498;0.0204519;-0.0203919;-0.364509;0.673213;-0.308198;0.0209694
-0.0199334;-0.356165;0.658214;-0.301529;0.0205317;-0.020472;-0.365659;0.675463;-0.309297;0.0210538
-0.0200073;-0.357224;0.660299;-0.30255;0.0206108;-0.0205512;-0.366797;0.677693;-0.310384;0.0211372
-0.0200804;-0.358273;0.662362;-0.303562;0.0206892;-0.0206299;-0.367924;0.6799;-0.311461;0.0212202
-0.0201527;-0.359311;0.664405;-0.304563;0.0207669;-0.0207076;-0.36904;0.682087;-0.312529;0.0213022
-0.0202243;-0.360338;0.666428;-0.305554;0.0208438;-0.0207844;-0.370145;0.684252;-0.313586;0.0213833
-0.0202952;-0.361355;0.66843;-0.306536;0.0209201;-0.0208607;-0.37124;0.686397;-0.314633;0.0214639
-0.0203654;-0.362361;0.670413;-0.307508;0.0209957;-0.020936;-0.372323;0.688521;-0.31567;0.0215435
-0.0204348;-0.363357;0.672377;-0.308471;0.0210706;-0.0210109;-0.373397;0.690626;-0.316698;0.0216222
